CustomerID,Recency,Frequency,Monetary,Cluster,Segment,RecencyWeight,CLV_Estimated,CLV_Display
12483.0,17,8,2484.98,1,Medium Value,0.9544926440314748,18975.16,18975.16
12484.0,33,6,4541.72,1,Medium Value,0.9135556742779756,24894.68,24894.68
12488.0,10,3,1298.66,1,Medium Value,0.97297464056654,3790.69,3790.69
12489.0,336,1,334.93,0,Low Value,0.3983007343021991,133.4,133.4
12490.0,5,10,5417.93,1,Medium Value,0.9863947691297537,53442.18,53442.18
12491.0,39,1,460.4,1,Medium Value,0.8986610774712485,413.74,413.74
12492.0,63,2,263.21000000000004,1,Medium Value,0.8414718317851063,442.97,442.97
12493.0,166,2,433.74,0,Low Value,0.6345783473637261,550.48,550.48
12494.0,16,7,1246.1,1,Medium Value,0.9571112779029973,8348.59,8348.59
12497.0,82,1,1043.1,1,Medium Value,0.7987897300493081,833.22,833.22
12498.0,21,3,403.7000000000001,1,Medium Value,0.9440895579986105,1143.39,1143.39
12500.0,23,11,4257.82,1,Medium Value,0.9389306115378647,43975.77,43975.77
12501.0,337,1,2169.39,0,Low Value,0.3972109928917947,861.71,861.71
12502.0,96,5,3723.87,1,Medium Value,0.7687313666723661,14313.28,14313.28
12504.0,18,2,482.05,1,Medium Value,0.9518811746804333,917.71,917.71
12506.0,233,1,73.5,0,Low Value,0.5281599189241148,38.82,38.82
12507.0,134,3,1304.81,1,Medium Value,0.6927242354217314,2711.62,2711.62
12508.0,26,2,398.27,1,Medium Value,0.9312450015998506,741.77,741.77
12509.0,284,1,176.5,0,Low Value,0.4592859896665799,81.06,81.06
12510.0,143,2,982.57,0,Low Value,0.6758522297237245,1328.14,1328.14
12512.0,66,2,138.03,1,Medium Value,0.8345839700054867,230.4,230.4
12513.0,113,1,612.29,1,Medium Value,0.7337484347250358,449.27,449.27
12514.0,267,1,1017.68,0,Low Value,0.48118337269389655,489.69,489.69
12515.0,353,1,383.7,0,Low Value,0.380175121003784,145.87,145.87
12516.0,78,2,1312.06,1,Medium Value,0.8075917321617853,2119.22,2119.22
12517.0,28,5,2502.84,1,Medium Value,0.9261562437967505,11590.1,11590.1
12518.0,1,5,2056.89,1,Medium Value,0.9972640235968593,10256.31,10256.31
12519.0,64,1,340.84000000000003,1,Medium Value,0.8391695847094347,286.02,286.02
12520.0,79,5,2634.26,1,Medium Value,0.805382180239219,10607.93,10607.93
12521.0,143,1,599.68,0,Low Value,0.6758522297237245,405.3,405.3
12522.0,39,2,192.72,1,Medium Value,0.8986610774712485,346.38,346.38
12523.0,19,11,1789.77,1,Medium Value,0.9492768502479139,18688.86,18688.86
12524.0,9,8,4485.72,1,Medium Value,0.9756439794722424,35011.73,35011.73
12526.0,1,3,1316.66,1,Medium Value,0.9972640235968593,3939.17,3939.17
12527.0,82,3,348.71000000000004,1,Medium Value,0.7987897300493081,835.64,835.64
12528.0,9,6,1933.48,1,Medium Value,0.9756439794722424,11318.33,11318.33
12530.0,60,4,1662.28,1,Medium Value,0.8484165394203861,5641.22,5641.22
12531.0,15,1,125.22,1,Medium Value,0.9597370959507373,120.18,120.18
12532.0,30,1,349.83000000000004,1,Medium Value,0.9210952933439548,322.23,322.23
12534.0,131,1,1089.18,1,Medium Value,0.6984413219659964,760.73,760.73
12535.0,92,2,716.35,1,Medium Value,0.777202150482969,1113.5,1113.5
12536.0,43,3,12601.830000000002,1,Medium Value,0.8888665038181365,33604.03,33604.03
12538.0,29,1,363.95,1,Medium Value,0.9236223021681012,336.15,336.15
12539.0,22,4,5568.35,1,Medium Value,0.9415065512454748,20970.55,20970.55
12540.0,20,17,13400.24,1,Medium Value,0.9466796511855877,215657.49,215657.49
12541.0,30,3,981.18,1,Medium Value,0.9210952933439548,2711.28,2711.28
12544.0,36,1,372.7,1,Medium Value,0.9060777707110016,337.7,337.7
12545.0,75,2,1000.39,1,Medium Value,0.8142568256998955,1629.15,1629.15
12546.0,47,2,1161.5,1,Medium Value,0.8791786819488183,2042.33,2042.33
12547.0,198,2,207.8,0,Low Value,0.581313108957015,241.59,241.59
12548.0,166,1,95.2,0,Low Value,0.6345783473637261,60.41,60.41
12550.0,79,1,964.83,1,Medium Value,0.805382180239219,777.06,777.06
12551.0,358,1,168.0,0,Low Value,0.37500275071140365,63.0,63.0
12552.0,39,2,437.82,1,Medium Value,0.8986610774712485,786.9,786.9
12553.0,8,10,3692.28,1,Medium Value,0.9783206416625366,36122.34,36122.34
12556.0,50,2,603.71,1,Medium Value,0.8719821710115417,1052.85,1052.85
12557.0,16,5,11990.96,1,Medium Value,0.9571112779029973,57383.42,57383.42
12558.0,8,1,269.96,1,Medium Value,0.9783206416625366,264.11,264.11
12559.0,311,2,561.71,0,Low Value,0.42653758378235396,479.18,479.18
12560.0,5,3,2134.01,1,Medium Value,0.9863947691297537,6314.93,6314.93
12561.0,303,1,238.85,0,Low Value,0.43598955763368685,104.14,104.14
12562.0,8,7,3781.74,1,Medium Value,0.9783206416625366,25898.28,25898.28
12564.0,261,1,456.9,0,Low Value,0.4891586066347546,223.5,223.5
12565.0,289,1,145.92000000000002,0,Low Value,0.45303729774169654,66.11,66.11
12566.0,86,1,351.65,1,Medium Value,0.7900836616098771,277.83,277.83
12567.0,23,10,9401.28,1,Medium Value,0.9389306115378647,88271.5,88271.5
12569.0,2,32,4124.6900000000005,1,Medium Value,0.9945355327605971,131268.82,131268.82
12571.0,40,2,519.61,1,Medium Value,0.8962023619688662,931.35,931.35
12572.0,9,2,1020.42,1,Medium Value,0.9756439794722424,1991.13,1991.13
12573.0,227,1,160.54000000000002,0,Low Value,0.5369137519753745,86.2,86.2
12574.0,316,1,218.45,0,Low Value,0.42073444148015804,91.91,91.91
12576.0,36,5,1315.83,1,Medium Value,0.9060777707110016,5961.22,5961.22
12577.0,35,3,657.8,1,Medium Value,0.908563579224513,1792.96,1792.96
12578.0,21,2,2794.51,1,Medium Value,0.9440895579986105,5276.54,5276.54
12579.0,78,1,440.42,1,Medium Value,0.8075917321617853,355.68,355.68
12580.0,247,1,415.7,0,Low Value,0.5082853234367927,211.29,211.29
12581.0,40,1,197.71,1,Medium Value,0.8962023619688662,177.19,177.19
12582.0,239,2,511.36,0,Low Value,0.5195488082240847,531.35,531.35
12583.0,3,15,7281.38,1,Medium Value,0.9918145070108791,108326.67,108326.67
12584.0,4,9,2338.15,1,Medium Value,0.9891009259234047,20814.0,20814.0
12585.0,234,2,2040.1,0,Low Value,0.5267148858488537,2149.1,2149.1
12586.0,17,1,196.94000000000003,1,Medium Value,0.9544926440314748,187.98,187.98
12587.0,8,1,144.0,1,Medium Value,0.9783206416625366,140.88,140.88
12588.0,39,1,214.9,1,Medium Value,0.8986610774712485,193.12,193.12
12589.0,29,2,646.68,1,Medium Value,0.9236223021681012,1194.58,1194.58
12590.0,211,2,9864.26,0,Low Value,0.5609731745630839,11067.17,11067.17
12591.0,317,1,452.85,0,Low Value,0.41958332197627973,190.01,190.01
12592.0,92,2,437.6,1,Medium Value,0.777202150482969,680.21,680.21
12593.0,109,3,418.1,1,Medium Value,0.7418337355614374,930.48,930.48
12594.0,38,10,3338.2200000000003,1,Medium Value,0.9011265384166002,30081.59,30081.59
12596.0,51,2,618.27,1,Medium Value,0.8695964483676948,1075.29,1075.29
12597.0,19,4,3811.22,1,Medium Value,0.9492768502479139,14471.61,14471.61
12598.0,10,8,3023.08,1,Medium Value,0.97297464056654,23531.04,23531.04
12599.0,29,7,1032.58,1,Medium Value,0.9236223021681012,6676.0,6676.0
12600.0,29,10,2599.04,1,Medium Value,0.9236223021681012,24005.31,24005.31
12601.0,190,5,577.0600000000001,0,Low Value,0.5941948725206742,1714.43,1714.43
12602.0,59,1,153.12,1,Medium Value,0.850744155354546,130.27,130.27
12603.0,22,1,739.1999999999999,1,Medium Value,0.9415065512454748,695.96,695.96
12604.0,79,2,254.18,1,Medium Value,0.805382180239219,409.42,409.42
12607.0,60,1,1579.51,1,Medium Value,0.8484165394203861,1340.08,1340.08
12609.0,78,3,1126.85,1,Medium Value,0.8075917321617853,2730.1,2730.1
12610.0,23,5,2099.54,1,Medium Value,0.9389306115378647,9856.61,9856.61
12611.0,52,1,1193.32,1,Medium Value,0.8672172530047058,1034.87,1034.87
12612.0,74,1,704.04,1,Medium Value,0.8164907250570349,574.84,574.84
12613.0,57,5,3344.38,1,Medium Value,0.8554185620629159,14304.22,14304.22
12614.0,278,1,315.6,0,Low Value,0.466898291797559,147.35,147.35
12615.0,2,4,2291.19,1,Medium Value,0.9945355327605971,9114.68,9114.68
12616.0,95,2,713.3,1,Medium Value,0.7708403677290611,1099.68,1099.68
12617.0,29,1,355.53000000000003,1,Medium Value,0.9236223021681012,328.38,328.38
12618.0,22,1,177.31,1,Medium Value,0.9415065512454748,166.94,166.94
12619.0,16,9,3641.24,1,Medium Value,0.9571112779029973,31365.65,31365.65
12620.0,15,3,1339.41,1,Medium Value,0.9597370959507373,3856.44,3856.44
12621.0,2,20,13689.67,1,Medium Value,0.9945355327605971,272297.26,272297.26
12622.0,232,1,180.1,0,Low Value,0.5296089164223393,95.38,95.38
12623.0,276,1,305.1,0,Low Value,0.46946366059094835,143.23,143.23
12624.0,106,2,641.13,1,Medium Value,0.7479561251802704,959.07,959.07
12625.0,212,2,2683.82,0,Low Value,0.5594383651946845,3002.86,3002.86
12626.0,23,9,6620.4800000000005,1,Medium Value,0.9389306115378647,55945.54,55945.54
12627.0,11,7,4478.53,1,Medium Value,0.9703126049090957,30419.02,30419.02
12628.0,4,3,786.46,1,Medium Value,0.9891009259234047,2333.66,2333.66
12630.0,10,2,1270.88,1,Medium Value,0.97297464056654,2473.07,2473.07
12631.0,57,1,640.5,1,Medium Value,0.8554185620629159,547.9,547.9
12633.0,59,4,2163.98,1,Medium Value,0.850744155354546,7363.97,7363.97
12635.0,90,2,1689.18,1,Medium Value,0.7814724812552835,2640.1,2640.1
12637.0,67,8,6021.9,1,Medium Value,0.8323005679571122,40096.25,40096.25
12638.0,33,1,671.69,1,Medium Value,0.9135556742779756,613.63,613.63
12639.0,239,1,486.1,0,Low Value,0.5195488082240847,252.55,252.55
12640.0,24,3,1174.58,1,Medium Value,0.9363617195405107,3299.5,3299.5
12641.0,115,1,185.9,1,Medium Value,0.7297388904415177,135.66,135.66
12642.0,25,3,1013.26,1,Medium Value,0.9337998559710435,2838.55,2838.55
12643.0,128,6,3344.64,1,Medium Value,0.7042055919014051,14131.89,14131.89
12644.0,130,1,477.91,1,Medium Value,0.7003574835146555,334.71,334.71
12645.0,34,4,1775.18,1,Medium Value,0.9110562075101958,6469.16,6469.16
12646.0,5,2,1346.97,1,Medium Value,0.9863947691297537,2657.29,2657.29
12647.0,22,12,3722.82,1,Medium Value,0.9415065512454748,42060.71,42060.71
12648.0,155,1,318.05,0,Low Value,0.6539937172342278,208.0,208.0
12649.0,107,3,623.51,1,Medium Value,0.7459097348711927,1395.25,1395.25
12650.0,3,1,314.44,1,Medium Value,0.9918145070108791,311.87,311.87
12651.0,335,1,114.0,0,Low Value,0.39939346539909965,45.53,45.53
12652.0,331,1,919.98,0,Low Value,0.4037944510326223,371.48,371.48
12653.0,149,2,2209.85,0,Low Value,0.6648331459983474,2938.36,2938.36
12654.0,11,5,601.98,1,Medium Value,0.9703126049090957,2920.54,2920.54
12656.0,17,5,4051.17,1,Medium Value,0.9544926440314748,19334.06,19334.06
12657.0,11,4,1643.18,1,Medium Value,0.9703126049090957,6377.59,6377.59
12658.0,19,1,686.05,1,Medium Value,0.9492768502479139,651.25,651.25
12659.0,30,1,91.68,1,Medium Value,0.9210952933439548,84.45,84.45
12660.0,11,1,245.1,1,Medium Value,0.9703126049090957,237.82,237.82
12662.0,1,11,3849.78,1,Medium Value,0.9972640235968593,42231.72,42231.72
12664.0,8,9,4881.88,1,Medium Value,0.9783206416625366,42984.4,42984.4
12665.0,325,1,63.0,0,Low Value,0.41048702478673266,25.86,25.86
12667.0,58,1,620.13,1,Medium Value,0.8530781570623032,529.02,529.02
12668.0,12,4,3807.15,1,Medium Value,0.9676578525183944,14736.07,14736.07
12669.0,151,3,2744.03,0,Low Value,0.6612001870523703,5443.06,5443.06
12670.0,10,5,2996.05,1,Medium Value,0.97297464056654,14575.4,14575.4
12672.0,330,1,225.9,0,Low Value,0.40490225404526864,91.47,91.47
12673.0,5,2,610.52,1,Medium Value,0.9863947691297537,1204.43,1204.43
12674.0,39,4,1970.6,1,Medium Value,0.8986610774712485,7083.61,7083.61
12676.0,25,6,1331.39,1,Medium Value,0.9337998559710435,7459.51,7459.51
12678.0,42,12,17628.46,1,Medium Value,0.8913050935220118,188548.03,188548.03
12679.0,59,4,1113.02,1,Medium Value,0.850744155354546,3787.58,3787.58
12680.0,1,4,862.81,1,Medium Value,0.9972640235968593,3441.8,3441.8
12681.0,15,22,13787.54,1,Medium Value,0.9597370959507373,291113.1,291113.1
12682.0,4,31,12288.22,1,Medium Value,0.9891009259234047,376782.98,376782.98
12683.0,4,15,8476.57,1,Medium Value,0.9891009259234047,125762.75,125762.75
12684.0,8,7,2283.63,1,Medium Value,0.9783206416625366,15638.86,15638.86
12685.0,28,6,2863.08,1,Medium Value,0.9261562437967505,15909.96,15909.96
12686.0,372,1,89.14,0,Low Value,0.3608914414090915,32.17,32.17
12688.0,114,1,4873.81,1,Medium Value,0.7317409163217867,3566.37,3566.37
12689.0,26,2,1247.61,1,Medium Value,0.9312450015998506,2323.66,2323.66
12690.0,206,1,389.01,0,Low Value,0.568710613761671,221.23,221.23
12691.0,28,6,1035.8,1,Medium Value,0.9261562437967505,5755.88,5755.88
12693.0,127,4,855.91,1,Medium Value,0.706137567623795,2417.56,2417.56
12694.0,70,2,869.67,1,Medium Value,0.8254877774932579,1435.8,1435.8
12695.0,7,4,582.1,1,Medium Value,0.9810046472287257,2284.17,2284.17
12697.0,29,3,957.59,1,Medium Value,0.9236223021681012,2653.35,2653.35
12700.0,8,4,4939.99,1,Medium Value,0.9783206416625366,19331.58,19331.58
12701.0,80,2,797.71,1,Medium Value,0.8031786735985745,1281.41,1281.41
12702.0,20,1,219.0,1,Medium Value,0.9466796511855877,207.32,207.32
12703.0,71,1,283.55,1,Medium Value,0.8232292624129552,233.43,233.43
12704.0,7,8,2340.84,1,Medium Value,0.9810046472287257,18371.0,18371.0
12705.0,15,9,6868.29,1,Medium Value,0.9597370959507373,59325.77,59325.77
12707.0,292,1,603.42,0,Low Value,0.44932896411722156,271.13,271.13
12708.0,30,10,2712.91,1,Medium Value,0.9210952933439548,24988.49,24988.49
12709.0,15,15,9736.52,1,Medium Value,0.9597370959507373,140167.49,140167.49
12710.0,97,3,1149.02,1,Medium Value,0.7666281357927963,2642.61,2642.61
12712.0,29,13,4396.13,1,Medium Value,0.9236223021681012,52784.73,52784.73
12713.0,1,1,848.55,1,Medium Value,0.9972640235968593,846.23,846.23
12714.0,9,5,4708.86,1,Medium Value,0.9756439794722424,22970.85,22970.85
12715.0,106,1,353.86,1,Medium Value,0.7479561251802704,264.67,264.67
12716.0,4,2,1053.49,1,Medium Value,0.9891009259234047,2084.02,2084.02
12717.0,151,2,1030.98,0,Low Value,0.6612001870523703,1363.37,1363.37
12718.0,71,1,238.25,1,Medium Value,0.8232292624129552,196.13,196.13
12719.0,5,2,644.95,1,Medium Value,0.9863947691297537,1272.35,1272.35
12720.0,3,25,5781.7300000000005,1,Medium Value,0.9918145070108791,143360.09,143360.09
12721.0,32,6,2656.13,1,Medium Value,0.9160619982891085,14599.08,14599.08
12722.0,85,4,997.63,1,Medium Value,0.7922512423142077,3161.49,3161.49
12723.0,4,5,725.07,1,Medium Value,0.9891009259234047,3585.84,3585.84
12724.0,5,4,1031.41,1,Medium Value,0.9863947691297537,4069.51,4069.51
12725.0,371,1,427.8,0,Low Value,0.3618815407653578,154.81,154.81
12726.0,28,7,2609.1,1,Medium Value,0.9261562437967505,16915.04,16915.04
12727.0,11,7,3980.7,1,Medium Value,0.9703126049090957,27037.66,27037.66
12728.0,71,4,836.33,1,Medium Value,0.8232292624129552,2753.97,2753.97
12729.0,114,1,453.01,1,Medium Value,0.7317409163217867,331.49,331.49
12731.0,24,12,18895.91,1,Medium Value,0.9363617195405107,212320.88,212320.88
12732.0,180,1,236.26,0,Low Value,0.6106992389592893,144.28,144.28
12733.0,234,1,383.95,0,Low Value,0.5267148858488537,202.23,202.23
12734.0,353,1,110.4,0,Low Value,0.380175121003784,41.97,41.97
12735.0,315,2,779.5699999999999,0,Low Value,0.42188871906025815,657.78,657.78
12736.0,333,1,234.0,0,Low Value,0.40158792948350186,93.97,93.97
12738.0,372,1,155.35,0,Low Value,0.3608914414090915,56.06,56.06
12739.0,78,2,1013.04,1,Medium Value,0.8075917321617853,1636.25,1636.25
12740.0,64,1,427.6,1,Medium Value,0.8391695847094347,358.83,358.83
12743.0,134,2,546.43,1,Medium Value,0.6927242354217314,757.05,757.05
12744.0,52,7,21279.29,1,Medium Value,0.8672172530047058,129176.37,129176.37
12747.0,2,11,4196.01,1,Medium Value,0.9945355327605971,45903.89,45903.89
12748.0,1,209,33719.73,2,High Value,0.9972640235968593,7028141.99,482132.81240000005
12749.0,4,5,4090.88,1,Medium Value,0.9891009259234047,20231.47,20231.47
12750.0,129,1,275.88,1,Medium Value,0.7022789020190031,193.74,193.74
12752.0,81,1,4366.78,1,Medium Value,0.800981195700103,3497.71,3497.71
12753.0,23,6,21429.39,1,Medium Value,0.9389306115378647,120724.26,120724.26
12754.0,236,3,3010.74,0,Low Value,0.5238366696106269,4731.41,4731.41
12755.0,281,2,3811.95,0,Low Value,0.4630764991034176,3530.45,3530.45
12756.0,87,1,112.08,1,Medium Value,0.7879220113552056,88.31,88.31
12757.0,16,13,7857.1,1,Medium Value,0.9571112779029973,97761.55,97761.55
12758.0,117,2,2791.59,1,Medium Value,0.7257512561813818,4052.0,4052.0
12759.0,52,3,1531.44,1,Medium Value,0.8672172530047058,3984.27,3984.27
12762.0,8,2,1898.52,1,Medium Value,0.9783206416625366,3714.72,3714.72
12763.0,138,2,494.08,1,Medium Value,0.6851741826652171,677.06,677.06
12764.0,317,1,1693.88,0,Low Value,0.41958332197627973,710.72,710.72
12766.0,4,7,6989.63,1,Medium Value,0.9891009259234047,48394.15,48394.15
12769.0,239,1,1143.6,0,Low Value,0.5195488082240847,594.16,594.16
12770.0,211,1,1351.45,0,Low Value,0.5609731745630839,758.13,758.13
12772.0,60,1,892.47,1,Medium Value,0.8484165394203861,757.19,757.19
12775.0,17,5,1386.04,1,Medium Value,0.9544926440314748,6614.82,6614.82
12778.0,20,6,822.23,1,Medium Value,0.9466796511855877,4670.33,4670.33
12779.0,38,8,3981.36,1,Medium Value,0.9011265384166002,28701.67,28701.67
12781.0,64,2,826.74,1,Medium Value,0.8391695847094347,1387.55,1387.55
12782.0,5,5,2330.92,1,Medium Value,0.9863947691297537,11496.04,11496.04
